Date,Quantity,Item,Price ,Sales
11/13/2021,1,Bar Counter 60,"10,745.00",10745
11/13/2021,1,Imelda 4's A,"10,512.00",10512
11/15/2021,3,Chollo,"6,065.00",18195
11/15/2021,3,Chloe,"6,065.00",18195
11/15/2021,3,Marco,"6,065.00",18195
11/15/2021,9,Jillienne,"7,015.00",63135
11/15/2021,2,Center Table,"1,012.50",2025
11/16/2021,2,Francia,"15,450.00",30900
11/16/2021,2,le Bron,"13,450.00",26900
11/16/2021,1,Lalie,"11,700.00",11700
11/16/2021,1,Lexie,"10,250.00",10250
11/16/2021,1,Khim,"8,850.00",8850
11/16/2021,3,dining 4's,"5,660.00",16980
11/16/2021,4,dining 6's,"7,510.00",30040
11/16/2021,1,Chelsea,"6,065.00",6065
11/16/2021,1,Jessa,"8,215.00",8215
11/16/2021,1,Liera 60,"9,180.00",9180
11/16/2021,1,dave,"8,380.00",8380
11/16/2021,1,Francia,"15,450.00",15450
11/17/2021,3,DD 36x54,"6,365.63",19096.88
11/17/2021,5,SB 48x75,"3,797.55",18987.75
11/18/2021,1,Francia,"17,025.00",17025
11/18/2021,1,Dining 6's,"8,212.50",8212.5
11/22/2021,2,Aleck,"12,474.00",24948
11/22/2021,1,Clarisse,"10,692.00",10692
11/22/2021,1,Avor,"14,256.00",14256
11/22/2021,1,Bella,"9,477.00",9477
11/22/2021,6,Francia,"17,415.00",104490
11/22/2021,1,Angeline,"9,679.50",9679.5
11/22/2021,1,Michelle,"9,679.50",9679.5
11/22/2021,2,Hazelle,"9,679.50",19359
11/22/2021,2,Wennylen,"9,679.50",19359
11/22/2021,1,Ayen,"9,679.50",9679.5
11/12/2021,2,Imelda 4's A,"10,789.20",21578.4
11/22/2021,1,SB 36x75,"3,487.50",3487.5
11/22/2021,1,SB 48x75,"3,915.00",3915
11/22/2021,1,SB 54x75,"4,365.00",4365
11/22/2021,1,SB 60x75,"4,627.50",4627.5
11/22/2021,1,Francia,"17,025.00",17025
11/23/2021,2,Dining 4's,"5,660.00",11320
11/23/2021,2,Dining 8's,"9,110.00",18220
11/23/2021,2,Francia,"15,450.00",30900
11/23/2021,1,Marco,"6,065.00",6065
11/23/2021,1,Jilliene,"7,015.00",7015
11/23/2021,2,Imelda 4's,"9,135.00",18270
11/23/2021,1,Clarisse,"10,350.00",10350
11/23/2021,1,Khim,"9,637.50",9637.5
11/23/2021,1,La Elegancia,"11,676.00",11676
11/23/2021,1,Clarisse,"11,616.00",11616
11/23/2021,1,Khim,"11,000.00",11000
11/23/2021,1,Chollo,"7,172.00",7172
11/23/2021,1,Chelsea,"7,172.00",7172
11/23/2021,2,Jessa,"9,680.00",19360
11/23/2021,1,Jilliene,"8,668.00",8668
11/23/2021,1,Hazelle,"10,516.00",10516
11/23/2021,1,WEnnylen,"10,516.00",10516
11/23/2021,1,Liera 60,"10,824.00",10824
11/23/2021,1,Bahamas 60,"8,932.00",8932
11/23/2021,2,Sapphire,"8,285.20",16570.4
11/23/2021,1,Ayen,"10,516.00",10516
11/23/2021,1,Celine,"10,516.00",10516
11/23/2021,1,Platera 48,7499.52,7499.52
11/23/2021,6,Dining Chair # 102,906.24,5437.44
11/23/2021,1,SB 54x75,4108.8,4108.8
11/23/2021,1,SB 48x75,3648,3648
11/23/2021,1,SB 36x75,3302.4,3302.4
11/25/2021,1,Imelda 311,"10,730.00",10730
11/26/2021,2,Dining Table 6's,"1,950.00",3900
11/26/2021,1,Dining 6's,"7,510.00",7510
11/29/2021,3,Dining 6's,"8,212.50",24637.5
11/29/2021,4,SB 36x75,"3,487.50",13950
11/29/2021,1,Cattleya,"3,727.50",3727.5
11/29/2021,4,SB 54x75,"4,365.00",17460
11/29/2021,4,SB 60x75,"4,627.50",18510
11/29/2021,3,DD 36x36,"6,000.00",18000
11/29/2021,1,Chollo,"6,525.00",6525
11/29/2021,1,Bubbles,"6,525.00",6525
11/29/2021,2,Chelsea,"6,525.00",13050
11/29/2021,1,Michelle,"9,562.50",9562.5
11/29/2021,1,Hazelle,"9,562.50",9562.5
11/29/2021,1,Wennylen,"9,562.50",9562.5
11/29/2021,1,Liera 48,"8,257.50",8257.5
11/29/2021,1,Paul 48,"8,257.50",8257.5
11/29/2021,1,Liera 60,"9,802.50",9802.5
11/29/2021,1,Paul 60,"9,772.50",9772.5
11/29/2021,1,Ruth ,"7,012.50",7012.5
11/29/2021,1,Jonas,"7,012.50",7012.5
11/29/2021,2,Jethro,"8,445.00",16890
11/29/2021,1,Khim,"9,637.50",9637.5
11/29/2021,1,Nicole,"11,250.00",11250
11/29/2021,1,WEnnylen,"9,562.50",9562.5
11/29/2021,1,Michelle,"9,562.50",9562.5
11/29/2021,1,Chelsea,"6,525.00",6525
11/29/2021,1,Chloe,"6,525.00",6525
11/29/2021,2,DD 36x48,"12,825.00",25650
11/29/2021,2,DD 36x60,"13,800.00",27600
11/29/2021,1,Paul 48,"8,257.50",8257.5
11/29/2021,1,Dining 6's,"7,510.00",7510
11/30/2021,4,Imelda 4's w,"10,837.50",43350
11/30/2021,5,Imelda 4's A,"10,837.50",54187.5
11/30/2021,1,Spanish 4's A,"10,837.50",10837.5
11/30/2021,2,La Elegancia,"12,037.50",24075
11/30/2021,1,Dining 4's,"6,240.00",6240
11/30/2021,8,La Elegancia,"12,037.50",96300
11/30/2021,1,Francia,"15,450.00",15450
11/30/2021,1,Lalie,"11,700.00",11700
12/01/2021,1,Clarisse,"10,050.00",10050
12/01/2021,2,SB 60x75 Cattleya,"3,585.00",7170
12/01/2021,2,SB 54x75 Cattleya,"3,435.00",6870
12/01/2021,2,SB 36x75 Cattleya,"3,735.00",7470
12/01/2021,1,SB 54x75 FC,"3,935.00",3935
12/01/2021,1,SB 54x75,"3,735.00",3735
12/01/2021,1,SB 36x75 ,"3,985.00",3985
12/01/2021,3,Dining 6's,"7,510.00",22530
12/01/2021,1,Ericka,"9,790.00",9790
12/01/2021,1,Madrid,"7,680.00",7680
12/01/2021,1,Jericho 60,"10,580.00",10580
12/01/2021,1,Ruth 48,"6,580.00",6580
12/01/2021,1,Jonas,"6,580.00",6580
12/01/2021,1,Paul 60,"9,212.00",9212
12/01/2021,1,jethro ,"7,971.20",7971.2
12/01/2021,1,Dining 8's,"9,674.48",9674.48
12/01/2021,1,Dining 6's,"7,745.60",7745.6
12/01/2021,2,DD 36x36,"5,791.50",11583
12/01/2021,2,DD 36x48,"5,947.50",11895
12/01/2021,1,Dining 6's,"8,034.00",8034
12/01/2021,1,SB 60x75,"4,485.00",4485
12/01/2021,7,Center w/ 3/8 TG,"13,237.50",92662.5
12/01/2021,1,Michelle,"9,562.50",9562.5
12/01/2021,1,Francia,"17,025.00",17025
12/01/2021,1,Ayesha,"16,950.00",16950
12/01/2021,1,Bella,"8,962.50",8962.5
12/01/2021,1,Jonas ,"6,150.00",6150
12/04/2021,1,Dining 8's,"10,376.25",10376.25
12/04/2021,1,Noah 60,"11,505.00",11505
12/06/2021,6,SB 60x75,"3,835.00",23010
12/06/2021,2,Francia,"15,450.00",30900
12/06/2021,2,Ayesha,"16,000.00",32000
12/06/2021,1,Esmeralda 6's,"14,805.00",14805
12/06/2021,1,Dining 8's,"9,110.00",9110
12/06/2021,1,DD 48,"5,585.00",5585
12/06/2021,1,DD 60,"6,135.00",6135
12/06/2021,1,SB 48,"3,385.00",3385
12/06/2021,1,SB 54,"3,735.00",3735
12/06/2021,1,SB 60x75,"3,835.00",3835
12/06/2021,1,Chelsea,"6,065.00",6065
12/06/2021,1,Chollo,"6,065.00",6065
12/06/2021,1,Marco,"6,065.00",6065
12/07/2021,3,Dining 6's,"7,510.00",22530
12/07/2021,3,Dining 8's,"9,110.00",27330
12/07/2021,1,Glass 8's,"2,325.00",2325
12/07/2021,5,Center,"1,445.00",7225
12/07/2021,3,Sb 48x75,"3,385.00",10155
12/07/2021,4,SB 54x75,"3,735.00",14940
12/07/2021,2,SB 60x75,"3,835.00",7670
12/07/2021,1,SB 60x75 Cattleya,"3,585.00",3585
12/07/2021,3,DD 36x36,"5,435.00",16305
12/07/2021,3,DD 36x48,"5,585.00",16755
12/07/2021,1,Jella Spcl.,"10,350.00",10350
12/07/2021,1,Le Bron,"13,450.00",13450
12/07/2021,1,Paul 48,"7,725.00",7725
12/07/2021,1,Dave 60,"8,380.00",8380
12/07/2021,1,Jacob,"5,440.00",5440
12/07/2021,2,Jethro,"7,930.00",15860
12/07/2021,1,Jericho 60,"10,580.00",10580
12/07/2021,1,Noah 60,"10,580.00",10580
12/07/2021,1,Ruth,"6,575.00",6575
12/07/2021,1,Ericka,"9,790.00",9790
12/07/2021,1,Red,"6,930.00",6930
12/07/2021,1,Platera 48,"6,975.00",6975
12/07/2021,1,Imelda 4's A,"9,135.00",9135
12/07/2021,4,Foam 48x4,"2,995.00",11980
12/07/2021,2,Foam 60x4,"3,570.00",7140
12/07/2021,1,Foam 48x6,"4,095.00",4095
12/07/2021,1,Nicole,"10,550.00",10550
12/07/2021,1,Francia,"15,450.00",15450
12/08/2021,1,Mikas,"8,445.00",8445
12/08/2021,2,Chelsea,"6,525.00",13050
12/08/2021,1,Chollo,"6,525.00",6525
12/08/2021,1,Dining 8's,"10,376.25",10376.25
12/08/2021,3,Center 3/8,"1,890.00",5670
12/08/2021,3,Dining 4's,"5,660.00",16980
12/09/2021,1,DD 36x54,"5,785.00",5785
12/09/2021,6,SB 36x75,"2,985.00",17910
12/09/2021,6,SB 48x75,"3,385.00",20310
12/09/2021,2,SB 60x75,"3,835.00",7670
12/09/2021,6,Dining 6's,"7,510.00",45060
12/09/2021,2,Francia ,"15,450.00",30900
12/13/2021,4,Dining 6's,"7,510.00",30040
12/13/2021,3,Dining 4's,"5,660.00",16980
12/13/2021,2,Dining 8's,"9,110.00",18220
12/13/2021,1,Chloe,"6,065.00",6065
12/13/2021,1,Justine,"9,400.00",9400
12/13/2021,1,Ayesha,"16,000.00",16000
12/13/2021,1,Paul 48,"7,725.00",7725
12/13/2021,1,Spanish 4's A,"9,135.00",9135
12/14/2021,2,SB 48x75,"3,385.00",6770
12/14/2021,2,SB 54x75,"3,735.00",7470
12/14/2021,3,Chloe,"6,065.00",18195
12/14/2021,1,Cholo,"6,065.00",6065
12/14/2021,2,Francia,"15,450.00",30900
12/14/2021,2,Spanish 4's A,"9,135.00",18270
12/14/2021,1,La Elegancia,"10,635.00",10635
12/14/2021,1,Michelle,"9,562.50",9562.5
12/16/2021,3,Francia,"15,450.00",46350
12/16/2021,2,SB 48x75,"3,385.00",6770
12/16/2021,1,SB 54x75,"3,735.00",3735
12/16/2021,1,La Elegancia,"10,635.00",10635
12/16/2021,,,,
12/17/2021,6,Dining 6's,"8,034.00",48204
12/17/2021,1,Khim,"8,034.00",8034
12/17/2021,1,Marco,"8,034.00",8034
12/17/2021,1,Steffany,"8,034.00",8034
12/17/2021,1,Le Bron,"8,034.00",8034
12/17/2021,1,Celine,"8,034.00",8034
12/17/2021,20,Dining Chair ,"8,034.00",160680
12/17/2021,2,SB 48x75,"8,034.00",16068
12/17/2021,2,Dining 6's,"8,240.00",16480
12/17/2021,2,Platera 48,"7,812.00",15624
12/17/2021,2,Liera 60,"9,760.00",19520
12/17/2021,1,Jethro ,"7,930.00",7930
12/21/2021,2,Ayen,7840.395,15680.79
12/21/2021,2,Michelle,7840.395,15680.79
12/21/2021,2,Angeline,7840.395,15680.79
12/21/2021,2,Lalie,10825.65,21651.3
12/21/2021,1,Francia,14106.15,14106.15
12/21/2021,2,Sophia,6170.6205,12341.24
12/21/2021,2,DD 36x54,5298.0075,10596.02
12/21/2021,1,Esmeralda 4's,"15,187.50",15187.5
12/21/2021,1,Clarisse,"11,040.00",11040
12/21/2021,1,Francia,"22,700.00",22700
12/21/2021,1,Julius,"15,500.00",15500
12/21/2021,1,Lexie,"14,300.00",14300
12/21/2021,1,Avor,"18,250.00",18250
12/21/2021,1,California,"20,000.00",20000
12/21/2021,1,Shiela,"14,650.00",14650
12/21/2021,1,Aleck,"15,950.00",15950
12/21/2021,2,SB 36x75,"4,650.00",9300
12/21/2021,1,lalie,"13,200.00",13200
12/21/2021,1,Dining 8's,"10,376.25",10376.25
12/21/2021,1,Celine,"9,562.50",9562.5
12/21/2021,1,Michelle,"9,562.50",9562.5
12/21/2021,1,Bella,"8,962.50",8962.5
12/21/2021,2,dining 6's,"8,212.50",16425
12/23/2021,1,Dining 8's,"9,110.00",9110
12/23/2021,1,Francia,"15,450.00",15450
12/23/2021,1,Bella,"8,962.50",8962.5
12/23/2021,1,Ayen,"9,562.50",9562.5
12/23/2021,1,Justine,"10,387.50",10387.5
12/23/2021,1,Jella,"11,250.00",11250
12/23/2021,1,SB 36x75,"2,985.00",2985
12/23/2021,1,SB 54x75,"3,735.00",3735
12/23/2021,1,SB 48x75,"3,385.00",3385
12/23/2021,1,DD 36x54,"5,785.00",5785
12/23/2021,1,DD 36x36,"5,435.00",5435
12/23/2021,1,DD 36x60,"6,135.00",6135
12/23/2021,2,Dining 8's,"9,110.00",18220
12/23/2021,1,Lalie,"11,700.00",11700
12/23/2021,1,Ayesha,"15,000.00",15000
12/24/2021,2,Dining 4's,"5,660.00",11320
12/24/2021,1,Bella,"8,150.00",8150
12/24/2021,1,Khim,"8,850.00",8850
12/24/2021,1,Lalie,"11,700.00",11700
12/24/2021,1,Le Bron,"13,450.00",13450
12/24/2021,3,La Elegancia,"10,635.00",31905
12/24/2021,1,DD 36x36,"6,000.00",6000
12/27/2021,3,Dining 4's,"6,423.30",19269.9
12/27/2021,3,Ayen,"9,679.50",29038.5
12/27/2021,2,Wennylen,"9,679.50",19359
12/27/2021,1,celine,"9,679.50",9679.5
12/27/2021,1,Clarisse,"10,692.00",10692
12/27/2021,2,Bella,"9,477.00",18954
12/27/2021,2,Francia,"17,415.00",34830
12/27/2021,1,Ericka,"5,346.00",5346
12/27/2021,1,48x6,"3,276.00",3276
12/27/2021,1,Nicole,"12,000.00",12000
12/27/2021,1,Cholo,"6,960.00",6960
12/27/2021,1,Chelsea,"6,960.00",6960
12/27/2021,1,Marco,"6,960.00",6960
12/27/2021,1,Chloe,"6,960.00",6960
12/27/2021,3,Dining 6's,"7,510.00",22530
12/27/2021,3,DD 36x36,"5,435.00",16305
12/27/2021,3,DD 36x54,"5,785.00",17355
12/27/2021,1,le Bron,"13,450.00",13450
12/27/2021,2,Francia,"15,450.00",30900
12/27/2021,1,Angeline,"9,065.00",9065
12/27/2021,1,La Elegancia,"12,112.50",12112.5
12/29/2021,1,Esmeralda 4's,"11,749.12",11749.12
01/04/2022,1,Imelda 4's A,"9,135.00",9135
01/04/2022,1,La Elegancia,"10,635.00",10635
01/04/2022,1,Esmeralda 4's,"10,335.00",10335
01/04/2022,1,Imelda 4's W,"8,935.00",8935
01/04/2022,2,Dining 8's,"9,110.00",18220
01/04/2022,2,Dining 6's,"7,510.00",15020
01/04/2022,1,Bella,"8,150.00",8150
01/04/2022,1,Francia,"15,450.00",15450
01/04/2022,1,Khim,"9,637.50",9637.5
01/04/2022,1,Wennylen,"9,562.50",9562.5
01/04/2022,1,OT 18x36,"2,685.00",2685
01/04/2022,1,OT 20x40,"2,910.00",2910
01/04/2022,1,Jonas,"7,012.50",7012.5
01/04/2022,1,Eleazar,"6,063.75",6063.75
01/04/2022,1,Francia,"15,450.00",15450
01/04/2022,1,Lalie,"11,700.00",11700
01/04/2022,1,Le Bron,"13,450.00",13450
01/04/2022,1,Clarisse,"10,050.00",10050
01/04/2022,1,Celine,"9,115.00",9115
01/04/2022,1,Ayen,"9,065.00",9065
01/04/2022,1,Jethro,"7,930.00",7930
01/04/2022,1,Jacob,"5,440.00",5440
01/04/2022,1,SB 60x75,"3,835.00",3835
01/10/2022,2,Jethro,"8,480.00",16960
01/10/2022,2,Jonas,"7,000.00",14000
01/10/2022,2,Platera 48,"7,812.00",15624
01/10/2022,1,SB 36x75,"3,440.00",3440
01/10/2022,1,SB 48x75,"3,800.00",3800
01/10/2022,1,SB 54x75,"4,280.00",4280
01/10/2022,1,SB 60x75,"4,600.00",4600
01/10/2022,1,DD 36x36,"5,980.00",5980
01/10/2022,1,DD 36x48,"6,100.00",6100
01/10/2022,1,DD 36x54,"6,460.00",6460
01/10/2022,1,DD 36x60,"6,740.00",6740
01/10/2022,2,Center Table w/ 3/8,"1,824.00",3648
01/10/2022,1,OT 24x48,"3,435.00",3435
01/11/2022,3,OT 24x48,"3,435.00",10305
01/11/2022,1,SB 60x75,"4,627.50",4627.5
01/11/2022,1,DD 36x60,"6,900.00",6900
01/11/2022,1,Francia,"17,025.00",17025
1/14/2022,2,SB 60x75,"3,835.00",7670
1/14/2022,1,Hazelle,"3,187.50",3187.5
1/15/2022,1,DD 36x60,"6,135.00",6135
1/18/2022,1,Bella,"2,987.50",2987.5
1/18/2022,1,Center Table w/ 3/8,"1,890.00",1890
1/19/2022,1,DD 36x48,"5,585.00",5585
1/20/2022,5,Center Table w/ 3/8,"1,445.00",7225
1/20/2022,1,Imelda 4's A,"9,135.00",9135
1/20/2022,2,Dining 8's,"9,110.00",18220
1/20/2022,2,Dining 6's,"7,510.00",15020
1/20/2022,2,DD 36x60,"6,135.00",12270
1/20/2022,2,DD 36x54,"5,785.00",11570
1/20/2022,1,DD 36x48,"5,585.00",5585
1/20/2022,2,SB 60x75,"3,835.00",7670
1/20/2022,2,SB 48x75,"3,385.00",6770
1/20/2022,1,SB 48x75 Cattleya,"3,135.00",3135
1/20/2022,1,Clarisse,"10,050.00",10050
1/21/2022,2,Dining 4's,"6,185.40",12370.8
1/21/2022,3,Dining 6's,"8,034.00",24102
1/21/2022,2,Dining 8's,"10,034.70",20069.4
1/21/2022,3,SB 36x75,"3,354.00",10062
1/21/2022,3,SB 48x75,"3,705.00",11115
1/21/2022,2,DD 36x48,"5,947.50",11895
1/22/2022,1,Jericho ,"11,852.00",11852
1/22/2022,2,SB 60x75,"4,600.00",9200
1/22/2022,2,SB 54x75,"4,280.00",8560
1/22/2022,2,SB 36x75,"3,440.00",6880
1/22/2022,6,Dining Chair ,944,5664
1/22/2022,1,Paul 60,"9,080.00",9080
1/22/2022,1,Paul 48,"7,725.00",7725
1/22/2022,1,Liera 48,"7,725.00",7725
1/22/2022,1,Jethro ,"7,930.00",7930
1/22/2022,1,Jonas,"6,575.00",6575
1/24/2022,2,Francia,"15,450.00",30900
1/24/2022,2,Le Bron,"13,450.00",26900
1/24/2022,1,Bella,"8,150.00",8150
1/24/2022,2,SB 36x75,"2,985.00",5970
1/24/2022,1,SB 48x75,"3,385.00",3385
1/24/2022,2,SB 54x75,"3,735.00",7470
1/24/2022,2,SB 60x75,"3,835.00",7670
1/24/2022,2,DD 36x36,"5,435.00",10870
1/24/2022,2,DD 36x48,"5,585.00",11170
1/24/2022,2,DD 36x54,"5,785.00",11570
1/24/2022,2,DD 36x60,"6,135.00",12270
1/24/2022,4,Dining 8's,"9,110.00",36440
1/24/2022,1,Francia,"15,450.00",15450
1/24/2022,1,le Bron,"13,450.00",13450
1/24/2022,1,Jessa,"8,215.00",8215
1/24/2022,1,Justine,"9,400.00",9400
1/24/2022,1,Wennylen,"9,115.00",9115
1/25/2022,1,Dining 8's,"7,782.19",7782.19
1/28/2022,5,Center Table w/ 3/8,"1,890.00",9450
1/28/2022,2,DD 36x36,"6,000.00",12000
1/28/2022,2,DD 36x48,"6,412.50",12825
1/28/2022,2,DD 36x54,"6,562.50",13125
1/28/2022,4,Dining Chair # 102,937.5,3750
1/28/2022,1,Luxemburg,"9,442.50",9442.5
1/28/2022,1,Bahamas 60,"8,025.00",8025
1/28/2022,1,Mikas,"8,445.00",8445
1/28/2022,1,Liera 60,"9,802.50",9802.5
1/28/2022,1,Garnet,"7,312.50",7312.5
1/28/2022,1,Paul 48,"8,257.50",8257.5
1/28/2022,1,Jacob,"5,812.50",5812.5
1/28/2022,1,Nicole,"11,250.00",11250
1/28/2022,1,California,"15,000.00",15000
1/28/2022,1,Angeline,"9,562.50",9562.5
1/28/2022,1,Brewster,"11,250.00",11250
1/28/2022,1,Corner Adams w/ stool,"15,525.00",15525
1/28/2022,1,Marco ,"6,525.00",6525
1/28/2022,1,Shiela,"10,987.50",10987.5
1/28/2022,4,Dining 8's,"10,376.25",41505
1/28/2022,4,Dining 6's,"8,212.50",32850
1/29/2022,1,Foam 48x4,"2,396.00",2396
1/29/2022,,Replacement ,0,0
1/30/2022,1,Angeline,"9,065.00",9065
1/30/2022,1,Wennylen,"9,115.00",9115
1/30/2022,1,Hazelle,"9,015.00",9015
1/30/2022,1,Francia,"15,450.00",15450
1/30/2022,1,DD 36x36,"5,435.00",5435
1/30/2022,2,Dining 6's,"7,510.00",15020
1/30/2022,1,Imelda 311,"9,535.00",9535
1/30/2022,1,Esmeralda 4's,"10,335.00",10335
02/01/2022,3,Marco,"6,520.00",19560
02/01/2022,3,Chloe,"6,520.00",19560
02/01/2022,1,Justine,"10,384.00",10384
02/01/2022,1,Bethany,"20,112.00",20112
02/01/2022,1,Le  Bron,"15,040.00",15040
02/01/2022,1,Francia,"17,200.00",17200
02/01/2022,1,Hazelle,"9,560.00",9560
02/01/2022,1,Wennylen,"9,560.00",9560
02/01/2022,3,Dining 6's,"8,240.00",24720
02/01/2022,1,Dining 8's,"10,292.00",10292
02/01/2022,8,Dining Chair ,944,7552
02/01/2022,3,Side w/ 3/8,"1,512.00",4536
02/01/2022,3,Center w/ 3/8,"1,824.00",5472
02/01/2022,1,Paul 60,"9,800.00",9800
02/01/2022,1,Liera 60,"9,840.00",9840
02/01/2022,1,Portugal,"7,532.00",7532
02/01/2022,2,Michelle,"18,642.00",37284
02/01/2022,1,Celine,"9,321.00",9321
02/01/2022,1,Hazelle,"9,321.00",9321
02/01/2022,1,Chelsea,"6,357.00",6357
02/01/2022,2,Marcoo,"6,357.00",12714
02/01/2022,1,Jessa,"8,215.00",8215
02/01/2022,1,celine,"9,115.00",9115
02/01/2022,1,Hazelle,"9,015.00",9015
02/01/2022,1,Wennylen,"9,115.00",9115
02/01/2022,1,Jethro,"7,930.00",7930
02/01/2022,1,Jonas,"6,575.00",6575
02/01/2022,1,Ayen,"9,321.00",9321
02/01/2022,2,Wennylen,"18,642.00",37284
02/01/2022,2,Cholo,"6,357.00",12714
02/01/2022,2,Chloe,"6,357.00",12714
02/01/2022,2,SB 48x75,"3,705.00",7410
02/01/2022,1,SB 54x75,"4,173.00",4173
02/01/2022,6,Dining 6's,"7,510.00",45060
02/01/2022,5,DD 36x36,"5,435.00",27175
02/01/2022,1,DD 36x36 Lotus,"5,035.00",5035
02/03/2022,2,SB 36x75,"3,487.50",6975
02/03/2022,2,SB 54x75,"4,365.00",8730
02/03/2022,1,SB 60x75,"4,627.50",4627.5
02/03/2022,5,Center w/ 3/8,"1,890.00",9450
02/03/2022,2,Dining 6's,"8,212.50",16425
02/03/2022,2,Dining 4's,"6,240.00",12480
02/03/2022,1,Red ,"7,350.00",7350
02/03/2022,1,Chloe,"6,525.00",6525
02/03/2022,1,Chelsea,"6,525.00",6525
02/03/2022,1,SB 60x75,"3,835.00",3835
02/03/2022,2,Dining 4's,"5,660.00",11320
02/03/2022,2,Dining 6's,"7,510.00",15020
02/03/2022,2,Dining 8's,"9,110.00",18220
02/03/2022,1,Khim,"8,850.00",8850
02/04/2022,4,Imelda 4's A,"9,335.00",37340
02/04/2022,2,Hazelle,"9,679.50",19359
02/04/2022,1,lalie,"13,365.00",13365
02/04/2022,1,celine,"9,679.50",9679.5
02/04/2022,12,Side w/ 3/8,"1,530.90",18370.8
02/04/2022,2,DD 36x36,"6,054.75",12109.5
02/04/2022,2,DD 36x54,"6,540.75",13081.5
02/04/2022,4,Dining 6's,"7,510.00",30040
02/04/2022,4,Dining 8's,"9,110.00",36440
02/04/2022,2,DD 36x36,"5,435.00",10870
02/04/2022,1,DD 36x36 Cattleya,"5,035.00",5035
02/04/2022,2,DD 36x48,"5,585.00",11170
02/04/2022,1,DD 36x48 Cattleya,"5,335.00",5335
02/04/2022,2,DD 36x54,"5,785.00",11570
02/04/2022,1,DD 36x54 Cattleya,"5,735.00",5735
02/04/2022,3,DD 36x60,"6,135.00",18405
02/04/2022,3,SB 36x75,"2,985.00",8955
02/04/2022,3,SB 48x75,"3,385.00",10155
02/04/2022,3,Sb 54x75,"3,735.00",11205
02/04/2022,3,SB 60x75,"3,835.00",11505
02/04/2022,1,Celine,"9,115.00",9115
02/04/2022,1,Nicole,"10,550.00",10550
02/04/2022,1,Adams,"11,000.00",11000
02/04/2022,1,Clarisse,"10,050.00",10050
02/04/2022,1,Sheena,"10,550.00",10550
02/04/2022,2,Justine,"9,400.00",18800
02/04/2022,1,Le Bron,"13,450.00",13450
02/04/2022,1,Jacob,"5,440.00",5440
02/04/2022,1,Jonas,"6,575.00",6575
02/04/2022,1,Jethro,"7,930.00",7930
02/04/2022,1,Red ,"6,930.00",6930
02/04/2022,1,Eleazar,"5,575.00",5575
02/04/2022,1,Esmeralda 6's,"15,187.50",15187.5
02/04/2022,1,Justine,"10,387.50",10387.5
02/04/2022,1,Brewster,"11,250.00",11250
02/04/2022,3,Center w/ 3/8,"1,890.00",5670
02/04/2022,1,Jacob,"5,812.50",5812.5
02/04/2022,1,Celine,"9,562.50",9562.5
02/04/2022,1,Angeline,"9,562.50",9562.5
02/04/2022,1,Sheena,"11,250.00",11250
02/05/2022,2,Dining 4's,"5,660.00",11320
02/05/2022,2,Dining 6's,"7,510.00",15020
02/05/2022,2,Dining 8's,"9,110.00",18220
02/05/2022,1,Celine,"9,115.00",9115
02/05/2022,2,Corner Adams w/ Stool,"14,250.00",28500
02/04/2022,1,Francia,"17,025.00",17025
02/05/2022,1,SB 60x75,"3,835.00",3835
02/05/2022,1,SB 54x75 Cattleya,"3,435.00",3435
02/05/2022,2,SB 54x75,"3,735.00",7470
02/05/2022,1,Jethro,"7,930.00",7930
02/05/2022,1,Madrid,"8,580.00",8580
02/05/2022,1,Georgia,"7,780.00",7780
02/07/2022,1,Justine,"10,387.50",10387.5
02/07/2022,1,Center w/ 3/8,"1,890.00",1890
02/09/2022,2,Chelsea,"6,065.00",12130
02/09/2022,3,Chloe,"6,065.00",18195
02/09/2022,1,Chelsea,"6,065.00",6065
02/09/2022,1,Chloe,"6,065.00",6065
02/09/2022,1,Chelsea,"6,065.00",6065
02/10/2022,1,Judah,"7,012.50",7012.5
02/10/2022,1,Nicole,"11,250.00",11250
02/10/2022,1,Michelle,"9,562.50",9562.5
02/10/2022,2,Center w/ 3/8,"1,890.00",3780
02/12/2022,1,Imelda 4's A,"10,837.50",10837.5
02/12/2022,2,DD 36x48,"6,412.50",12825
02/12/2022,1,DD 36x54,"6,562.50",6562.5
02/12/2022,1,Steffany,"13,593.75",13593.75
02/12/2022,1,Chloe,"6,525.00",6525
2/14/2022,2,Marco,"6,601.50",13203
2/14/2022,2,Cholo,"6,601.50",13203
2/14/2022,2,Chloe,"6,619.50",13239
2/14/2022,2,Chelsea,"6,601.50",13203
2/14/2022,2,Bella,"9,477.00",18954
2/14/2022,4,Francia,"17,415.00",69660
2/14/2022,1,Michelle,"9,679.50",9679.5
2/14/2022,1,Lalie,"13,365.00",13365
2/14/2022,3,DD 36x48,"6,176.25",18528.75
2/14/2022,4,Dining 4's,"6,423.30",25693.2
2/14/2022,10,Dining 6's,"8,343.00",83430
2/14/2022,10,Dining 8's,"10,420.65",104206.5
2/14/2022,2,Sb 48x75,"3,847.50",7695
2/14/2022,1,DD 36x54,"6,540.75",6540.75
2/14/2022,1,DD 36x36,"6,054.75",6054.75
2/14/2022,1,Gideon,"7,930.00",7137
2/17/2022,1,Marco,"6,525.00",6525
2/17/2022,1,Center w/ 3/8,"1,890.00",1445
2/18/2022,2,Dining 6's,"7,966.13",7510
